Epoch	Training Loss	Validation Loss
365	2.0797	1.7432
366	2.0792	1.7421
367	2.0787	1.7411
368	2.0781	1.7400
369	2.0776	1.7390
370	2.0770	1.7379
371	2.0765	1.7369
372	2.0760	1.7358
373	2.0754	1.7348
374	2.0749	1.7337
375	2.0744	1.7327
376	2.0738	1.7316
377	2.0733	1.7306
378	2.0727	1.7295
379	2.0722	1.7285
380	2.0717	1.7274
381	2.0711	1.7264
382	2.0706	1.7253
383	2.0701	1.7243
384	2.0695	1.7232
385	2.0690	1.7222
386	2.0685	1.7211
387	2.0679	1.7201
388	2.0674	1.7190
389	2.0669	1.7180
390	2.0663	1.7169
391	2.0658	1.7159
392	2.0652	1.7148
393	2.0647	1.7138
394	2.0642	1.7127
395	2.0636	1.7117
396	2.0631	1.7107
397	2.0626	1.7096
398	2.0620	1.7086
399	2.0615	1.7075
400	2.0610	1.7065
401	2.0604	1.7055
402	2.0599	1.7044
403	2.0594	1.7034
404	2.0588	1.7023
405	2.0583	1.7013
406	2.0578	1.7003
407	2.0572	1.6992
408	2.0567	1.6982
409	2.0562	1.6971
410	2.0556	1.6961
411	2.0551	1.6951
412	2.0546	1.6940
413	2.0540	1.6930
414	2.0535	1.6920
415	2.0530	1.6909
416	2.0525	1.6899
417	2.0519	1.6889
418	2.0514	1.6878
419	2.0509	1.6868
420	2.0503	1.6858
421	2.0498	1.6847
422	2.0493	1.6837
423	2.0487	1.6827
424	2.0482	1.6817
425	2.0477	1.6806
426	2.0471	1.6796
427	2.0466	1.6786
428	2.0461	1.6775
429	2.0456	1.6765
430	2.0450	1.6755
431	2.0445	1.6745
432	2.0440	1.6734
433	2.0434	1.6724
434	2.0429	1.6714
435	2.0424	1.6704
436	2.0419	1.6694
437	2.0413	1.6683
438	2.0408	1.6673
439	2.0403	1.6663
440	2.0397	1.6653
441	2.0392	1.6643
442	2.0387	1.6632
443	2.0382	1.6622
444	2.0376	1.6612
445	2.0371	1.6602
446	2.0366	1.6592
447	2.0360	1.6582
448	2.0355	1.6571
449	2.0350	1.6561
450	2.0345	1.6551
451	2.0339	1.6541
452	2.0334	1.6531
453	2.0329	1.6521
454	2.0324	1.6511
455	2.0318	1.6500
456	2.0313	1.6490
457	2.0308	1.6480
458	2.0303	1.6470
459	2.0297	1.6460
460	2.0292	1.6450
461	2.0287	1.6440
462	2.0282	1.6430
463	2.0276	1.6420
464	2.0271	1.6410
465	2.0266	1.6400
466	2.0261	1.6390
467	2.0255	1.6380
468	2.0250	1.6370
469	2.0245	1.6360
470	2.0240	1.6350
471	2.0235	1.6340
472	2.0229	1.6330
473	2.0224	1.6320
474	2.0219	1.6310
475	2.0214	1.6300
476	2.0208	1.6290
477	2.0203	1.6280
478	2.0198	1.6270
479	2.0193	1.6260
480	2.0188	1.6250
481	2.0182	1.6240
482	2.0177	1.6230
483	2.0172	1.6220
484	2.0167	1.6210
485	2.0161	1.6200
486	2.0156	1.6190
487	2.0151	1.6180
488	2.0146	1.6170
489	2.0141	1.6161
490	2.0135	1.6151
491	2.0130	1.6141
492	2.0125	1.6131
493	2.0120	1.6121
494	2.0115	1.6111
495	2.0109	1.6101
496	2.0104	1.6092
497	2.0099	1.6082
498	2.0094	1.6072
499	2.0089	1.6062
500	2.0084	1.6052
