Epoch	Training Loss	Validation Loss
149	1.2172	1.0221
150	1.2170	1.0219
151	1.2167	1.0216
152	1.2165	1.0213
153	1.2162	1.0211
154	1.2160	1.0208
155	1.2157	1.0205
156	1.2155	1.0202
157	1.2153	1.0200
158	1.2150	1.0197
159	1.2148	1.0194
160	1.2145	1.0192
161	1.2143	1.0189
162	1.2140	1.0186
163	1.2138	1.0183
164	1.2135	1.0181
165	1.2133	1.0178
166	1.2131	1.0175
167	1.2128	1.0173
168	1.2126	1.0170
169	1.2123	1.0167
170	1.2121	1.0164
171	1.2118	1.0162
172	1.2116	1.0159
173	1.2113	1.0156
174	1.2111	1.0154
175	1.2109	1.0151
176	1.2106	1.0148
177	1.2104	1.0145
178	1.2101	1.0143
179	1.2099	1.0140
180	1.2096	1.0137
181	1.2094	1.0135
182	1.2092	1.0132
183	1.2089	1.0129
184	1.2087	1.0127
185	1.2084	1.0124
186	1.2082	1.0121
187	1.2079	1.0118
188	1.2077	1.0116
189	1.2075	1.0113
190	1.2072	1.0110
191	1.2070	1.0108
192	1.2067	1.0105
193	1.2065	1.0102
194	1.2062	1.0100
195	1.2060	1.0097
196	1.2058	1.0094
197	1.2055	1.0092
198	1.2053	1.0089
199	1.2050	1.0086
200	1.2048	1.0084
201	1.2045	1.0081
202	1.2043	1.0078
203	1.2041	1.0075
204	1.2038	1.0073
205	1.2036	1.0070
206	1.2033	1.0067
207	1.2031	1.0065
208	1.2028	1.0062
209	1.2026	1.0059
210	1.2024	1.0057
211	1.2021	1.0054
212	1.2019	1.0051
213	1.2016	1.0049
214	1.2014	1.0046
215	1.2012	1.0043
216	1.2009	1.0041
217	1.2007	1.0038
218	1.2004	1.0035
219	1.2002	1.0033
220	1.2000	1.0030
221	1.1997	1.0027
222	1.1995	1.0025
223	1.1992	1.0022
224	1.1990	1.0019
225	1.1987	1.0017
226	1.1985	1.0014
227	1.1983	1.0011
228	1.1980	1.0009
229	1.1978	1.0006
230	1.1975	1.0003
231	1.1973	1.0001
232	1.1971	0.9998
233	1.1968	0.9995
234	1.1966	0.9993
235	1.1963	0.9990
236	1.1961	0.9987
237	1.1959	0.9985
238	1.1956	0.9982
239	1.1954	0.9979
240	1.1951	0.9977
241	1.1949	0.9974
242	1.1947	0.9971
243	1.1944	0.9969
244	1.1942	0.9966
245	1.1939	0.9963
246	1.1937	0.9961
247	1.1935	0.9958
248	1.1932	0.9955
249	1.1930	0.9953
250	1.1928	0.9950
251	1.1925	0.9948
252	1.1923	0.9945
253	1.1920	0.9942
254	1.1918	0.9940
255	1.1916	0.9937
256	1.1913	0.9934
257	1.1911	0.9932
258	1.1908	0.9929
259	1.1906	0.9926
260	1.1904	0.9924
261	1.1901	0.9921
262	1.1899	0.9918
263	1.1897	0.9916
264	1.1894	0.9913
265	1.1892	0.9911
266	1.1889	0.9908
267	1.1887	0.9905
268	1.1885	0.9903
269	1.1882	0.9900
270	1.1880	0.9897
271	1.1877	0.9895
272	1.1875	0.9892
273	1.1873	0.9889
274	1.1870	0.9887
275	1.1868	0.9884
276	1.1866	0.9882
277	1.1863	0.9879
278	1.1861	0.9876
279	1.1858	0.9874
280	1.1856	0.9871
281	1.1854	0.9868
282	1.1851	0.9866
283	1.1849	0.9863
284	1.1847	0.9861
285	1.1844	0.9858
286	1.1842	0.9855
287	1.1840	0.9853
288	1.1837	0.9850
289	1.1835	0.9848
290	1.1832	0.9845
291	1.1830	0.9842
292	1.1828	0.9840
293	1.1825	0.9837
294	1.1823	0.9834
295	1.1821	0.9832
296	1.1818	0.9829
297	1.1816	0.9827
298	1.1814	0.9824
299	1.1811	0.9821
300	1.1809	0.9819
301	1.1806	0.9816
302	1.1804	0.9814
303	1.1802	0.9811
304	1.1799	0.9808
305	1.1797	0.9806
306	1.1795	0.9803
307	1.1792	0.9801
308	1.1790	0.9798
309	1.1788	0.9795
310	1.1785	0.9793
311	1.1783	0.9790
312	1.1781	0.9787
313	1.1778	0.9785
314	1.1776	0.9782
315	1.1774	0.9780
316	1.1771	0.9777
317	1.1769	0.9774
318	1.1766	0.9772
319	1.1764	0.9769
320	1.1762	0.9767
321	1.1759	0.9764
322	1.1757	0.9762
323	1.1755	0.9759
324	1.1752	0.9756
325	1.1750	0.9754
326	1.1748	0.9751
327	1.1745	0.9749
328	1.1743	0.9746
329	1.1741	0.9743
330	1.1738	0.9741
331	1.1736	0.9738
332	1.1734	0.9736
333	1.1731	0.9733
334	1.1729	0.9730
335	1.1727	0.9728
336	1.1724	0.9725
337	1.1722	0.9723
338	1.1720	0.9720
339	1.1717	0.9718
340	1.1715	0.9715
341	1.1713	0.9712
342	1.1710	0.9710
343	1.1708	0.9707
344	1.1706	0.9705
345	1.1703	0.9702
346	1.1701	0.9700
347	1.1699	0.9697
348	1.1696	0.9694
349	1.1694	0.9692
350	1.1692	0.9689
351	1.1689	0.9687
352	1.1687	0.9684
353	1.1685	0.9682
354	1.1682	0.9679
355	1.1680	0.9676
356	1.1678	0.9674
357	1.1675	0.9671
358	1.1673	0.9669
359	1.1671	0.9666
360	1.1669	0.9664
361	1.1666	0.9661
362	1.1664	0.9658
363	1.1662	0.9656
364	1.1659	0.9653
365	1.1657	0.9651
366	1.1655	0.9648
367	1.1652	0.9646
368	1.1650	0.9643
369	1.1648	0.9641
370	1.1645	0.9638
371	1.1643	0.9635
372	1.1641	0.9633
373	1.1638	0.9630
374	1.1636	0.9628
375	1.1634	0.9625
376	1.1632	0.9623
377	1.1629	0.9620
378	1.1627	0.9618
379	1.1625	0.9615
380	1.1622	0.9612
381	1.1620	0.9610
382	1.1618	0.9607
383	1.1615	0.9605
384	1.1613	0.9602
385	1.1611	0.9600
386	1.1608	0.9597
387	1.1606	0.9595
388	1.1604	0.9592
389	1.1602	0.9590
390	1.1599	0.9587
391	1.1597	0.9584
392	1.1595	0.9582
393	1.1592	0.9579
394	1.1590	0.9577
395	1.1588	0.9574
396	1.1585	0.9572
397	1.1583	0.9569
398	1.1581	0.9567
399	1.1579	0.9564
400	1.1576	0.9562
401	1.1574	0.9559
402	1.1572	0.9557
403	1.1569	0.9554
404	1.1567	0.9552
405	1.1565	0.9549
406	1.1563	0.9546
407	1.1560	0.9544
408	1.1558	0.9541
409	1.1556	0.9539
410	1.1553	0.9536
411	1.1551	0.9534
412	1.1549	0.9531
413	1.1547	0.9529
414	1.1544	0.9526
415	1.1542	0.9524
416	1.1540	0.9521
417	1.1537	0.9519
418	1.1535	0.9516
419	1.1533	0.9514
420	1.1531	0.9511
421	1.1528	0.9509
422	1.1526	0.9506
423	1.1524	0.9504
424	1.1521	0.9501
425	1.1519	0.9499
426	1.1517	0.9496
427	1.1515	0.9494
428	1.1512	0.9491
429	1.1510	0.9489
430	1.1508	0.9486
431	1.1506	0.9483
432	1.1503	0.9481
433	1.1501	0.9478
434	1.1499	0.9476
435	1.1496	0.9473
436	1.1494	0.9471
437	1.1492	0.9468
438	1.1490	0.9466
439	1.1487	0.9463
440	1.1485	0.9461
441	1.1483	0.9458
442	1.1481	0.9456
443	1.1478	0.9453
444	1.1476	0.9451
445	1.1474	0.9448
446	1.1472	0.9446
447	1.1469	0.9443
448	1.1467	0.9441
449	1.1465	0.9438
450	1.1462	0.9436
451	1.1460	0.9433
452	1.1458	0.9431
453	1.1456	0.9428
454	1.1453	0.9426
455	1.1451	0.9423
456	1.1449	0.9421
457	1.1447	0.9419
458	1.1444	0.9416
459	1.1442	0.9414
460	1.1440	0.9411
461	1.1438	0.9409
462	1.1435	0.9406
463	1.1433	0.9404
464	1.1431	0.9401
465	1.1429	0.9399
466	1.1426	0.9396
467	1.1424	0.9394
468	1.1422	0.9391
469	1.1420	0.9389
470	1.1417	0.9386
471	1.1415	0.9384
472	1.1413	0.9381
473	1.1411	0.9379
474	1.1408	0.9376
475	1.1406	0.9374
476	1.1404	0.9371
477	1.1402	0.9369
478	1.1399	0.9366
479	1.1397	0.9364
480	1.1395	0.9361
481	1.1393	0.9359
482	1.1390	0.9357
483	1.1388	0.9354
484	1.1386	0.9352
485	1.1384	0.9349
486	1.1382	0.9347
487	1.1379	0.9344
488	1.1377	0.9342
489	1.1375	0.9339
490	1.1373	0.9337
491	1.1370	0.9334
492	1.1368	0.9332
493	1.1366	0.9329
494	1.1364	0.9327
495	1.1361	0.9324
496	1.1359	0.9322
497	1.1357	0.9320
498	1.1355	0.9317
499	1.1352	0.9315
500	1.1350	0.9312
501	1.1348	0.9310
502	1.1346	0.9307
503	1.1344	0.9305
504	1.1341	0.9302
505	1.1339	0.9300
506	1.1337	0.9297
507	1.1335	0.9295
508	1.1332	0.9293
509	1.1330	0.9290
510	1.1328	0.9288
511	1.1326	0.9285
512	1.1324	0.9283
513	1.1321	0.9280
514	1.1319	0.9278
515	1.1317	0.9275
516	1.1315	0.9273
517	1.1312	0.9271
518	1.1310	0.9268
519	1.1308	0.9266
520	1.1306	0.9263
521	1.1304	0.9261
522	1.1301	0.9258
523	1.1299	0.9256
524	1.1297	0.9254
525	1.1295	0.9251
526	1.1293	0.9249
527	1.1290	0.9246
528	1.1288	0.9244
529	1.1286	0.9241
530	1.1284	0.9239
531	1.1282	0.9236
532	1.1279	0.9234
533	1.1277	0.9232
534	1.1275	0.9229
535	1.1273	0.9227
536	1.1271	0.9224
537	1.1268	0.9222
538	1.1266	0.9219
539	1.1264	0.9217
540	1.1262	0.9215
541	1.1259	0.9212
542	1.1257	0.9210
543	1.1255	0.9207
544	1.1253	0.9205
545	1.1251	0.9203
546	1.1248	0.9200
547	1.1246	0.9198
548	1.1244	0.9195
549	1.1242	0.9193
550	1.1240	0.9190
551	1.1238	0.9188
552	1.1235	0.9186
553	1.1233	0.9183
554	1.1231	0.9181
555	1.1229	0.9178
556	1.1227	0.9176
557	1.1224	0.9174
558	1.1222	0.9171
559	1.1220	0.9169
560	1.1218	0.9166
561	1.1216	0.9164
562	1.1213	0.9161
563	1.1211	0.9159
564	1.1209	0.9157
565	1.1207	0.9154
566	1.1205	0.9152
567	1.1202	0.9149
568	1.1200	0.9147
569	1.1198	0.9145
570	1.1196	0.9142
571	1.1194	0.9140
572	1.1192	0.9137
573	1.1189	0.9135
574	1.1187	0.9133
575	1.1185	0.9130
576	1.1183	0.9128
577	1.1181	0.9125
578	1.1179	0.9123
579	1.1176	0.9121
580	1.1174	0.9118
581	1.1172	0.9116
582	1.1170	0.9113
583	1.1168	0.9111
584	1.1165	0.9109
585	1.1163	0.9106
586	1.1161	0.9104
587	1.1159	0.9102
588	1.1157	0.9099
589	1.1155	0.9097
590	1.1152	0.9094
591	1.1150	0.9092
592	1.1148	0.9090
593	1.1146	0.9087
594	1.1144	0.9085
595	1.1142	0.9082
596	1.1139	0.9080
597	1.1137	0.9078
598	1.1135	0.9075
599	1.1133	0.9073
600	1.1131	0.9071
601	1.1129	0.9068
602	1.1126	0.9066
603	1.1124	0.9063
604	1.1122	0.9061
605	1.1120	0.9059
606	1.1118	0.9056
607	1.1116	0.9054
608	1.1114	0.9052
609	1.1111	0.9049
610	1.1109	0.9047
611	1.1107	0.9044
612	1.1105	0.9042
613	1.1103	0.9040
614	1.1101	0.9037
615	1.1098	0.9035
616	1.1096	0.9033
617	1.1094	0.9030
618	1.1092	0.9028
619	1.1090	0.9026
620	1.1088	0.9023
621	1.1086	0.9021
622	1.1083	0.9018
623	1.1081	0.9016
624	1.1079	0.9014
625	1.1077	0.9011
626	1.1075	0.9009
627	1.1073	0.9007
628	1.1071	0.9004
629	1.1068	0.9002
630	1.1066	0.9000
631	1.1064	0.8997
632	1.1062	0.8995
633	1.1060	0.8992
634	1.1058	0.8990
635	1.1056	0.8988
636	1.1053	0.8985
637	1.1051	0.8983
638	1.1049	0.8981
639	1.1047	0.8978
640	1.1045	0.8976
641	1.1043	0.8974
642	1.1041	0.8971
643	1.1038	0.8969
644	1.1036	0.8967
645	1.1034	0.8964
646	1.1032	0.8962
647	1.1030	0.8960
648	1.1028	0.8957
649	1.1026	0.8955
650	1.1023	0.8953
651	1.1021	0.8950
652	1.1019	0.8948
653	1.1017	0.8946
654	1.1015	0.8943
655	1.1013	0.8941
656	1.1011	0.8939
657	1.1009	0.8936
658	1.1006	0.8934
659	1.1004	0.8932
660	1.1002	0.8929
661	1.1000	0.8927
662	1.0998	0.8925
663	1.0996	0.8922
664	1.0994	0.8920
665	1.0992	0.8918
666	1.0990	0.8915
667	1.0987	0.8913
668	1.0985	0.8911
669	1.0983	0.8908
670	1.0981	0.8906
671	1.0979	0.8904
672	1.0977	0.8901
673	1.0975	0.8899
674	1.0973	0.8897
675	1.0970	0.8894
676	1.0968	0.8892
677	1.0966	0.8890
678	1.0964	0.8887
679	1.0962	0.8885
680	1.0960	0.8883
681	1.0958	0.8880
682	1.0956	0.8878
683	1.0954	0.8876
684	1.0951	0.8874
685	1.0949	0.8871
686	1.0947	0.8869
687	1.0945	0.8867
688	1.0943	0.8864
689	1.0941	0.8862
690	1.0939	0.8860
691	1.0937	0.8857
692	1.0935	0.8855
693	1.0933	0.8853
694	1.0930	0.8850
695	1.0928	0.8848
696	1.0926	0.8846
697	1.0924	0.8844
698	1.0922	0.8841
699	1.0920	0.8839
700	1.0918	0.8837
701	1.0916	0.8834
702	1.0914	0.8832
703	1.0912	0.8830
704	1.0909	0.8827
705	1.0907	0.8825
706	1.0905	0.8823
707	1.0903	0.8821
708	1.0901	0.8818
709	1.0899	0.8816
710	1.0897	0.8814
711	1.0895	0.8811
712	1.0893	0.8809
713	1.0891	0.8807
714	1.0889	0.8804
715	1.0886	0.8802
716	1.0884	0.8800
717	1.0882	0.8798
718	1.0880	0.8795
719	1.0878	0.8793
720	1.0876	0.8791
721	1.0874	0.8788
722	1.0872	0.8786
723	1.0870	0.8784
724	1.0868	0.8782
725	1.0866	0.8779
726	1.0864	0.8777
727	1.0861	0.8775
728	1.0859	0.8773
729	1.0857	0.8770
730	1.0855	0.8768
731	1.0853	0.8766
732	1.0851	0.8763
733	1.0849	0.8761
734	1.0847	0.8759
735	1.0845	0.8757
736	1.0843	0.8754
737	1.0841	0.8752
738	1.0839	0.8750
739	1.0837	0.8747
740	1.0834	0.8745
741	1.0832	0.8743
742	1.0830	0.8741
743	1.0828	0.8738
744	1.0826	0.8736
745	1.0824	0.8734
746	1.0822	0.8732
747	1.0820	0.8729
748	1.0818	0.8727
749	1.0816	0.8725
750	1.0814	0.8723
751	1.0812	0.8720
752	1.0810	0.8718
753	1.0808	0.8716
754	1.0806	0.8714
755	1.0803	0.8711
756	1.0801	0.8709
757	1.0799	0.8707
758	1.0797	0.8704
759	1.0795	0.8702
760	1.0793	0.8700
761	1.0791	0.8698
762	1.0789	0.8695
763	1.0787	0.8693
764	1.0785	0.8691
765	1.0783	0.8689
766	1.0781	0.8686
767	1.0779	0.8684
768	1.0777	0.8682
769	1.0775	0.8680
770	1.0773	0.8677
771	1.0771	0.8675
772	1.0769	0.8673
773	1.0766	0.8671
774	1.0764	0.8668
775	1.0762	0.8666
776	1.0760	0.8664
777	1.0758	0.8662
778	1.0756	0.8660
779	1.0754	0.8657
780	1.0752	0.8655
781	1.0750	0.8653
782	1.0748	0.8651
783	1.0746	0.8648
784	1.0744	0.8646
785	1.0742	0.8644
786	1.0740	0.8642
787	1.0738	0.8639
788	1.0736	0.8637
789	1.0734	0.8635
790	1.0732	0.8633
791	1.0730	0.8630
792	1.0728	0.8628
793	1.0726	0.8626
794	1.0724	0.8624
795	1.0722	0.8622
796	1.0719	0.8619
797	1.0717	0.8617
798	1.0715	0.8615
799	1.0713	0.8613
800	1.0711	0.8610
801	1.0709	0.8608
802	1.0707	0.8606
803	1.0705	0.8604
804	1.0703	0.8602
805	1.0701	0.8599
806	1.0699	0.8597
807	1.0697	0.8595
808	1.0695	0.8593
809	1.0693	0.8590
810	1.0691	0.8588
811	1.0689	0.8586
812	1.0687	0.8584
813	1.0685	0.8582
814	1.0683	0.8579
815	1.0681	0.8577
816	1.0679	0.8575
817	1.0677	0.8573
818	1.0675	0.8571
819	1.0673	0.8568
820	1.0671	0.8566
821	1.0669	0.8564
822	1.0667	0.8562
823	1.0665	0.8559
824	1.0663	0.8557
825	1.0661	0.8555
826	1.0659	0.8553
827	1.0657	0.8551
828	1.0655	0.8548
829	1.0653	0.8546
830	1.0651	0.8544
831	1.0649	0.8542
832	1.0647	0.8540
833	1.0645	0.8537
834	1.0643	0.8535
835	1.0641	0.8533
836	1.0639	0.8531
837	1.0637	0.8529
838	1.0635	0.8526
839	1.0633	0.8524
840	1.0631	0.8522
841	1.0629	0.8520
842	1.0627	0.8518
843	1.0625	0.8515
844	1.0623	0.8513
845	1.0620	0.8511
846	1.0618	0.8509
847	1.0616	0.8507
848	1.0614	0.8505
849	1.0612	0.8502
850	1.0610	0.8500
851	1.0608	0.8498
852	1.0606	0.8496
853	1.0604	0.8494
854	1.0602	0.8491
855	1.0600	0.8489
856	1.0598	0.8487
857	1.0596	0.8485
858	1.0594	0.8483
859	1.0593	0.8481
860	1.0591	0.8478
861	1.0589	0.8476
862	1.0587	0.8474
863	1.0585	0.8472
864	1.0583	0.8470
865	1.0581	0.8467
866	1.0579	0.8465
867	1.0577	0.8463
868	1.0575	0.8461
869	1.0573	0.8459
870	1.0571	0.8457
871	1.0569	0.8454
872	1.0567	0.8452
873	1.0565	0.8450
874	1.0563	0.8448
875	1.0561	0.8446
876	1.0559	0.8444
877	1.0557	0.8441
878	1.0555	0.8439
879	1.0553	0.8437
880	1.0551	0.8435
881	1.0549	0.8433
882	1.0547	0.8431
883	1.0545	0.8428
884	1.0543	0.8426
885	1.0541	0.8424
886	1.0539	0.8422
887	1.0537	0.8420
888	1.0535	0.8418
889	1.0533	0.8415
890	1.0531	0.8413
891	1.0529	0.8411
892	1.0527	0.8409
893	1.0525	0.8407
894	1.0523	0.8405
895	1.0521	0.8403
896	1.0519	0.8400
897	1.0517	0.8398
898	1.0515	0.8396
899	1.0513	0.8394
900	1.0511	0.8392
901	1.0509	0.8390
902	1.0507	0.8388
903	1.0505	0.8385
904	1.0503	0.8383
905	1.0501	0.8381
906	1.0499	0.8379
907	1.0497	0.8377
908	1.0495	0.8375
909	1.0494	0.8372
910	1.0492	0.8370
911	1.0490	0.8368
912	1.0488	0.8366
913	1.0486	0.8364
914	1.0484	0.8362
915	1.0482	0.8360
916	1.0480	0.8358
917	1.0478	0.8355
918	1.0476	0.8353
919	1.0474	0.8351
920	1.0472	0.8349
921	1.0470	0.8347
922	1.0468	0.8345
923	1.0466	0.8343
924	1.0464	0.8340
925	1.0462	0.8338
926	1.0460	0.8336
927	1.0458	0.8334
928	1.0456	0.8332
929	1.0454	0.8330
930	1.0452	0.8328
931	1.0450	0.8326
932	1.0449	0.8323
933	1.0447	0.8321
934	1.0445	0.8319
935	1.0443	0.8317
936	1.0441	0.8315
937	1.0439	0.8313
938	1.0437	0.8311
939	1.0435	0.8309
940	1.0433	0.8306
941	1.0431	0.8304
942	1.0429	0.8302
943	1.0427	0.8300
944	1.0425	0.8298
945	1.0423	0.8296
946	1.0421	0.8294
947	1.0419	0.8292
948	1.0417	0.8290
949	1.0415	0.8287
950	1.0414	0.8285
951	1.0412	0.8283
952	1.0410	0.8281
953	1.0408	0.8279
954	1.0406	0.8277
955	1.0404	0.8275
956	1.0402	0.8273
957	1.0400	0.8271
958	1.0398	0.8268
959	1.0396	0.8266
960	1.0394	0.8264
961	1.0392	0.8262
962	1.0390	0.8260
963	1.0388	0.8258
964	1.0386	0.8256
965	1.0385	0.8254
966	1.0383	0.8252
967	1.0381	0.8250
968	1.0379	0.8247
969	1.0377	0.8245
970	1.0375	0.8243
971	1.0373	0.8241
972	1.0371	0.8239
973	1.0369	0.8237
974	1.0367	0.8235
975	1.0365	0.8233
976	1.0363	0.8231
977	1.0361	0.8229
978	1.0359	0.8226
979	1.0358	0.8224
980	1.0356	0.8222
981	1.0354	0.8220
982	1.0352	0.8218
983	1.0350	0.8216
984	1.0348	0.8214
985	1.0346	0.8212
986	1.0344	0.8210
987	1.0342	0.8208
988	1.0340	0.8206
989	1.0338	0.8204
990	1.0336	0.8201
991	1.0335	0.8199
992	1.0333	0.8197
993	1.0331	0.8195
994	1.0329	0.8193
995	1.0327	0.8191
996	1.0325	0.8189
997	1.0323	0.8187
998	1.0321	0.8185
999	1.0319	0.8183
1000	1.0317	0.8181
